compound,best_pvalue,best_combined_score,n_entries,databases,nrf2_status,nrf2_confidence,is_pains,pains_category,auc_class,rank,neg_log10_p
phenothiazine-36 mgkg in corn oil-rat-liver-5d-dn,0.0270485193106762,6.83791661207526,2,DrugMatrix,unknown,,False,,putative_negative,4926,1.567856504043677
dipyridamole-750 mgkg in cmc-rat-liver-5d-dn,0.0270485193106762,6.83791661207526,2,DrugMatrix,unknown,,False,,putative_negative,4927,1.567856504043677
carmofur-201 mgkg in cmc-rat-bone marrow-1d-up,0.0270485193106762,6.83791661207526,2,DrugMatrix,unknown,,False,,putative_negative,4928,1.567856504043677
fluocinolone acetonide-25 mgkg in corn oil-rat-liver-5d-up,0.0270485193106762,6.83791661207526,2,DrugMatrix,unknown,,False,,putative_negative,4929,1.567856504043677
diethylstilbestrol-28 mgkg in corn oil-rat-bone marrow-1d-up,0.0271606376256518,6.6480738764016,2,DrugMatrix,unknown,,False,,putative_negative,4930,1.5660600387342605
etoposide-188 mgkg in corn oil-rat-bone marrow-3d-up,0.0271606376256518,6.6480738764016,2,DrugMatrix,unknown,,False,,putative_negative,4931,1.5660600387342605
ljp006 mdamb231 24h-a443654-333,0.0274683292621889,10.2013560628029,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4932,1.561167755369332
deacetylchitin boss,0.0274683292621889,8.38443647175922,2,DSigDB,unknown,,False,,putative_negative,4933,1.561167755369332
cpc001 hcc515 6h-syk inhibitor-100,0.0275351926394074,11.1950212810307,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4934,1.5601118807974081
calcifediol boss,0.0275351926394074,11.1950212810307,2,DSigDB,unknown,,False,,putative_negative,4935,1.5601118807974081
ljp005 skbr3 3h-crizotinib-333,0.0275351926394074,11.1950212810307,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4936,1.5601118807974081
ljp006 bt20 24h-mitoxantrone-004,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4937,1.559792836555878
ljp006 hcc515 24h-nintedanib-111,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4938,1.559792836555878
ljp006 skbr3 3h-gsk-2126458-111,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4939,1.559792836555878
ljp005 ht29 24h-dasatinib-037,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4940,1.559792836555878
ljp007 ht29 24h-gsk-3-inhibitor-ii-012,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4941,1.559792836555878
cpc012 asc 24h-brd-k19624190-100,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4942,1.559792836555878
ljp005 hcc515 24h-buparlisib-111,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4943,1.559792836555878
ljp005 skbr3 3h-hg-5-113-01-10,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4944,1.559792836555878
ljp007 hcc515 24h-kw-2449-10,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4945,1.559792836555878
ljp006 lncap 3h-mitoxantrone-111,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4946,1.559792836555878
ljp006 lncap 3h-mk-2206-10,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4947,1.559792836555878
salicylate sodium boss,0.0275554281538663,13.4186811568032,1,DSigDB,unknown,,False,,putative_negative,4948,1.559792836555878
colchicine skmel5 up,0.0275554281538663,13.4186811568032,2,DSigDB,unknown,,False,,putative_negative,4949,1.559792836555878
ljp007 ht29 24h-everolimus-333,0.0275554281538663,13.4186811568032,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4950,1.559792836555878
ferriheme chloride,0.0275554281538663,13.4186811568032,1,DSigDB,unknown,,False,,putative_negative,4951,1.559792836555878
cpc006 a673 6h-brd-k68548958-200,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4952,1.559792836555878
ljp009 ht29 24h-syk-inhibitor-333,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4953,1.559792836555878
ljp006 ht29 24h-kin001-043-10,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4954,1.559792836555878
cpc006 ht115 6h-pp-30-111,0.0275554281538663,13.4186811568032,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4955,1.559792836555878
pomiferin,0.0275554281538663,13.4186811568032,2,DSigDB,unknown,,False,,putative_negative,4956,1.559792836555878
ljp005 mdamb231 24h-azd-8330-333,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4957,1.559792836555878
ljp009 ht29 24h-kin001-265-111,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4958,1.559792836555878
ljp006 lncap 3h-linifanib-10,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4959,1.559792836555878
ljp006 lncap 3h-mk-2206-333,0.0275554281538663,13.4186811568032,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4960,1.559792836555878
ljp005 mcf10a 24h-wz-3105-037,0.0276623288222166,8.97946370968467,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4961,1.5581112605223186
doxorubicin-065 mgkg in saline-rat-spleen-1d-up,0.0277240300292092,6.76587492857136,1,DrugMatrix,unknown,,False,,putative_negative,4962,1.557143639419779
leflunomide-60 mgkg in corn oil-rat-liver-3d-up,0.0277240300292092,6.76587492857136,2,DrugMatrix,unknown,,False,,putative_negative,4963,1.557143639419779
furan-24 mgkg in corn oil-rat-heart-5d-up,0.0278019311710722,6.58276326894188,2,DrugMatrix,unknown,,False,,putative_negative,4964,1.5559250361750565
cpc006 vcap 6h-perhexiline maleate-100,0.0278294893724175,9.82030818612957,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4965,1.5554947622170125
ljp006 bt20 24h-at-7519-037,0.0283364336564444,7.79735574968754,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4966,1.5476548097268508
azithromycin-225 mgkg in water-rat-kidney-3d-dn,0.0284118136382079,6.69467003046811,2,DrugMatrix,unknown,,False,,putative_negative,4967,1.546501042661231
allyl alcohol-16 mgkg in saline-rat-bone marrow-025d-dn,0.0284118136382079,6.69467003046811,2,DrugMatrix,unknown,,False,,putative_negative,4968,1.546501042661231
benzocaine-1100 mgkg in corn oil-rat-liver-3d-dn,0.0284118136382079,6.69467003046811,2,DrugMatrix,unknown,,False,,putative_negative,4969,1.546501042661231
thioguanine-24 mgkg in corn oil-rat-bone marrow-5d-up,0.0284543157691171,6.51815029920435,2,DrugMatrix,unknown,,False,,putative_negative,4970,1.5458518532561336
pralidoxime chloride-48 mgkg in saline-rat-heart-3d-up,0.0284543157691171,6.51815029920435,2,DrugMatrix,unknown,,False,,putative_negative,4971,1.5458518532561336
ljp006 lncap 24h-cgp-60474-037,0.0284753562764507,8.23899828030827,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4972,1.5455308334322297
ljp005 hcc515 24h-wz-3105-333,0.0284753562764507,8.23899828030827,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4973,1.5455308334322297
cpc001 hcc515 24h-bd 1063 dihydrochloride-100,0.0284753562764507,8.23899828030827,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4974,1.5455308334322297
ljp006 lncap 24h-gsk-1059615-10,0.02879981532651,8.79816368539885,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4975,1.5406102970648943
cpc014 hcc515 6h-s1003-100,0.02879981532651,8.79816368539885,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4976,1.5406102970648943
ljp006 hcc515 24h-wye-125132-111,0.0290989288084914,10.8500915269903,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4977,1.536122997994294
ljp006 skbr3 24h-xmd-1150-111,0.0290989288084914,10.8500915269903,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4978,1.536122997994294
ljp005 mcf10a 3h-nu-7441-10,0.0290989288084914,10.8500915269903,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4979,1.536122997994294
cpc006 h1299 6h-mw-a1-12-100,0.0290989288084914,10.8500915269903,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4980,1.536122997994294
ljp008 ht29 24h-gsk-1059615-10,0.0290989288084914,10.8500915269903,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4981,1.536122997994294
cpc001 hcc515 6h-ikk 16-100,0.0290989288084914,10.8500915269903,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4982,1.536122997994294
cpc006 ht29 24h-brd-k19295594-111,0.0290989288084914,10.8500915269903,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4983,1.536122997994294
cpc010 hcc515 6h-k784-3188-100,0.0290989288084914,10.8500915269903,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4984,1.536122997994294
cpc006 rmgi 6h-brd-k25737009-400,0.0290989288084914,10.8500915269903,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4985,1.536122997994294
cpc008 hcc515 6h-ncgc00181375-01-100,0.0290989288084914,10.8500915269903,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4986,1.536122997994294
cpc013 asc 24h-brd-k74133369-100,0.0290989288084914,10.8500915269903,1,LINCS_L1000_Chem_Pert_up,unknown,,False,,putative_negative,4987,1.536122997994294
hydralazine-280 mgkg in water-rat-heart-3d-up,0.0291119846066919,6.62429043695924,2,DrugMatrix,unknown,,False,,putative_negative,4988,1.535928187060133
thiabendazole-92 mgkg in corn oil-rat-liver-3d-dn,0.0291119846066919,6.62429043695924,2,DrugMatrix,unknown,,False,,putative_negative,4989,1.535928187060133
zinc sulfate,0.0291119846066919,6.62429043695924,2,DSigDB,unknown,,False,,putative_negative,4990,1.535928187060133
citalopram-150 um in dmso-rat-primary rat hepatocytes-067d-up,0.0291119846066919,6.62429043695924,2,DrugMatrix,unknown,,False,,putative_negative,4991,1.535928187060133
norcantharidin,0.0291178522354811,17.3226862882093,1,DSigDB,unknown,,False,,putative_negative,4992,1.5358406622119853
ljp006 bt20 3h-pha-793887-10,0.0291178522354811,17.3226862882093,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,4993,1.5358406622119853
ljp006 lncap 3h-bms-345541-111,0.0291178522354811,17.3226862882093,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4994,1.5358406622119853
ljp005 skbr3 3h-linsitinib-10,0.0291178522354811,17.3226862882093,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4995,1.5358406622119853
ljp005 bt20 3h-wz-3105-037,0.0291178522354811,17.3226862882093,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4996,1.5358406622119853
ljp005 mcf10a 3h-crizotinib-10,0.0291178522354811,17.3226862882093,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4997,1.5358406622119853
ljp005 bt20 3h-sb590885-333,0.0291178522354811,17.7027983584387,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,4998,1.5358406622119853
pentoxifylline boss,0.0291178522354811,17.3226862882093,1,DSigDB,unknown,,False,,putative_negative,4999,1.5358406622119853
60282-87-3,0.0291178522354811,17.3226862882093,2,DSigDB,unknown,,False,,putative_negative,5000,1.5358406622119853
benzoic acid,0.0291178522354811,17.3226862882093,1,DSigDB,unknown,,False,,putative_negative,5001,1.5358406622119853
ac1l1kon,0.0291178522354811,17.3226862882093,1,DSigDB,unknown,,False,,putative_negative,5002,1.5358406622119853
sulfasalazine boss,0.0291178522354811,17.3226862882093,1,DSigDB,unknown,,False,,putative_negative,5003,1.5358406622119853
ljp005 hcc515 24h-ruxolitinib-10,0.0291178522354811,17.3226862882093,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,5004,1.5358406622119853
cpc009 hcc515 6h-brd-k18726304-100,0.0291178522354811,17.3226862882093,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5005,1.5358406622119853
ljp006 skbr3 3h-torin-1-004,0.0291178522354811,17.3226862882093,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5006,1.5358406622119853
ljp005 bt20 24h-pd-0325901-333,0.0291178522354811,17.3226862882093,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5007,1.5358406622119853
leflunomide-60 mgkg in corn oil-rat-spleen-1d-up,0.0291178919903452,6.45422625128588,2,DrugMatrix,unknown,,False,,putative_negative,5008,1.5358400692662495
levorphanol tartrate boss,0.029145693439656,9.58169122670201,1,DSigDB,unknown,,False,,putative_negative,5009,1.535425607408063
cpc001 hcc515 6h-pd 407824-100,0.029145693439656,9.58169122670201,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5010,1.535425607408063
cpc006 ncih1694 6h-salermide-1200,0.029145693439656,9.58169122670201,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5011,1.535425607408063
cpc006 sklu1 6h-manumycin a-100,0.029145693439656,9.58169122670201,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5012,1.535425607408063
imatinib-150 mgkg in water-rat-liver-3d-up,0.0295421489088073,6.77842662743614,2,DrugMatrix,unknown,,False,,putative_negative,5013,1.5295579171048594
crotamiton-750 mgkg in corn oil-rat-liver-3d-up,0.0295421489088073,6.77842662743614,2,DrugMatrix,unknown,,False,,putative_negative,5014,1.5295579171048594
ljp006 skbr3 24h-nvp-tae684-333,0.0295432170730386,12.8517685192444,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5015,1.5295422144744784
ljp006 lncap 3h-azd-8055-012,0.0295432170730386,16.1817406984314,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5016,1.5295422144744784
ljp006 lncap 3h-at-7519-111,0.0295432170730386,12.8517685192444,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5017,1.5295422144744784
alpha-neu5ac boss,0.0295432170730386,12.8517685192444,2,DSigDB,unknown,,False,,putative_negative,5018,1.5295422144744784
ljp007 ht29 24h-sgi-1776-004,0.0295432170730386,12.8517685192444,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5019,1.5295422144744784
ljp005 hcc515 24h-xmd16-144-037,0.0295432170730386,12.8517685192444,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5020,1.5295422144744784
ljp005 mdamb231 3h-pik-93-10,0.0295432170730386,12.8517685192444,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5021,1.5295422144744784
cpc008 hcc515 6h-ncgc00182357-01-100,0.0295432170730386,12.8517685192444,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5022,1.5295422144744784
ljp005 hcc515 24h-erlotinib-111,0.0295432170730386,12.8517685192444,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5023,1.5295422144744784
t-2 toxin,0.0295432170730386,12.8517685192444,1,DSigDB,unknown,,False,,putative_negative,5024,1.5295422144744784
cpc017 ht29 6h-talniflumate-100,0.0295466799670866,30.6305621988997,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,5025,1.5294913118378681
glyoxal,0.0295466799670866,30.6305621988997,1,DSigDB,unknown,,False,,putative_negative,5026,1.5294913118378681
ljp005 mdamb231 24h-as-601245-037,0.0295466799670866,30.6305621988997,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5027,1.5294913118378681
ibuprofen ttd 00008500,0.0295466799670866,30.6305621988997,1,DSigDB,indirect,indirect,False,,indirect,5028,1.5294913118378681
2-hydroxychalcone ttd 00000428,0.0295466799670866,30.6305621988997,1,DSigDB,unknown,,False,,putative_negative,5029,1.5294913118378681
p-cresol,0.0295466799670866,30.6305621988997,1,DSigDB,unknown,,False,,putative_negative,5030,1.5294913118378681
gefitinib ttd 00008188,0.0295466799670866,30.6305621988997,1,DSigDB,unknown,,False,,putative_negative,5031,1.5294913118378681
cpc020 vcap 6h-budesonide-100,0.0295466799670866,30.6305621988997,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,5032,1.5294913118378681
propyl gallate,0.0295466799670866,30.6305621988997,1,DSigDB,unknown,,False,,putative_negative,5033,1.5294913118378681
cortisol succinate,0.0295466799670866,30.6305621988997,2,DSigDB,unknown,,False,,putative_negative,5034,1.5294913118378681
cpc020 vcap 24h-17-beta-estradiol 17-valerate-100,0.0295466799670866,30.6305621988997,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",indirect,indirect,False,,indirect,5035,1.5294913118378681
ljp006 bt20 3h-y-39983-111,0.0295466799670866,30.6305621988997,2,"LINCS_L1000_Chem_Pert_down,LINCS_L1000_Chem_Pert_up",unknown,,False,,putative_negative,5036,1.5294913118378681
fludrocortisone,0.0295466799670866,30.6305621988997,2,DSigDB,unknown,,False,,putative_negative,5037,1.5294913118378681
benzoyl peroxide,0.0295466799670866,30.6305621988997,1,DSigDB,unknown,,False,,putative_negative,5038,1.5294913118378681
ml-9,0.0295466799670866,30.6305621988997,2,DSigDB,unknown,,False,,putative_negative,5039,1.5294913118378681
diethyl sulfate,0.0295466799670866,30.6305621988997,1,DSigDB,unknown,,False,,putative_negative,5040,1.5294913118378681
dazomet,0.0295466799670866,30.6305621988997,2,DSigDB,unknown,,False,,putative_negative,5041,1.5294913118378681
cpc013 vcap 6h-brd-k11663430-100,0.0295466799670866,30.6305621988997,1,LINCS_L1000_Chem_Pert_down,unknown,,False,,putative_negative,5042,1.5294913118378681
ginsenoside rh1,0.0295466799670866,30.6305621988997,2,DSigDB,unknown,,False,,putative_negative,5043,1.5294913118378681
rev 5901,0.0295466799670866,30.6305621988997,1,DSigDB,unknown,,False,,putative_negative,5044,1.5294913118378681
thioacetamide-200 mgkg in saline-rat-liver-5d-up,0.0297927596182275,6.39098254096214,2,DrugMatrix,unknown,,False,,putative_negative,5045,1.5258892674643643
raloxifene-650 mgkg in corn oil-rat-liver-5d-dn,0.0297927596182275,6.39098254096214,2,DrugMatrix,unknown,,False,,putative_negative,5046,1.5258892674643643
roflumilast-17 mgkg in cmc-rat-heart-1d-up,0.0297927596182275,6.39098254096214,2,DrugMatrix,unknown,,False,,putative_negative,5047,1.5258892674643643
anastrozole-400 mgkg in cmc-rat-liver-3d-up,0.0297927596182275,6.39098254096214,2,DrugMatrix,unknown,,False,,putative_negative,5048,1.5258892674643643
lead ii acetate-200 mgkg in saline-rat-kidney-5d-up,0.029824656366757,6.55472485862569,2,DrugMatrix,unknown,,False,,putative_negative,5049,1.5254245514759264
loratadine-2000 mgkg in water-rat-heart-5d-up,0.029824656366757,6.55472485862569,2,DrugMatrix,unknown,,False,,putative_negative,5050,1.5254245514759264
pentoxifylline-1170 mgkg in cmc-rat-heart-3d-up,0.029824656366757,6.55472485862569,2,DrugMatrix,unknown,,False,,putative_negative,5051,1.5254245514759264
